"","CNV","sex","estimate","se","ci_lower","ci_upper","z","p"
"25","16p13.11_BP1_BP2_DEL","male","0.0725773058324848","0.144355371978929","-0.210359223246215","0.355513834911185","0.502768306004426","0.615128113571563"
"26","16p13.11_BP1_BP2_DEL","female","0.0320140552811595","0.141377020467266","-0.245084904834682","0.309113015397001","0.226444546471199","0.820856021940962"
"27","16p13.11_BP1_BP2_DUP","male","0.0527312806663376","0.0583813011392791","-0.0616960695666494","0.167158630899325","0.903222087163451","0.36640987370533"
"28","16p13.11_BP1_BP2_DUP","female","0.256686564517725","0.0651294636532958","0.129032815757265","0.384340313278184","3.94117424157131","8.11238570439803e-05"
"29","16p13.11_BP1_BP3_DUP","male","-0.0120336500361174","0.10836619517941","-0.22443139258776","0.200364092515525","-0.111046161731476","0.911579929360755"
"30","16p13.11_BP1_BP3_DUP","female","0.388397446560134","0.12944602109559","0.134683245212777","0.642111647907492","3.00045874931389","0.00269621688196347"
"31","17p12_DEL","male","-0.137963130649135","0.0973435055334953","-0.328756401494786","0.0528301401965155","-1.41728130595896","0.156403327590186"
"32","17p12_DEL","female","0.0228356174485328","0.106760880778088","-0.186415708876519","0.232086943773585","0.213894989270449","0.83062926573759"
"33","17p12_DUP","male","-0.0415309605049506","0.127846562684916","-0.292110223367386","0.209048302357485","-0.324850036111691","0.745295146522199"
"34","17p12_DUP","female","0.124321180911486","0.149475707641834","-0.168651206066509","0.417293567889482","0.831714951364392","0.405571307248962"
"35","17q12_DUP","male","0.211080651284661","0.130427805724148","-0.0445578479346692","0.466719150503991","1.61837155898407","0.105585208823704"
"36","17q12_DUP","female","0.249619199378185","0.180434145851046","-0.104031726489865","0.603270125246236","1.38343658957021","0.16653328942254"
"37","1q21.1_DEL","male","-0.163846273697826","0.14619362647524","-0.450385781589296","0.122693234193645","-1.12074840503102","0.262397242931941"
"38","1q21.1_DEL","female","0.228096810582654","0.149464536641413","-0.0648536812345152","0.521047302399824","1.52609318376232","0.126988965134297"
"39","1q21.1_DUP","male","0.185218626646725","0.105434168295436","-0.0214323432123306","0.39186959650578","1.75672298308196","0.0789676205519749"
"40","1q21.1_DUP","female","0.268524975421441","0.108961684572678","0.0549600736589919","0.482089877183891","2.46439816413019","0.0137255724728042"
"41","1q21.1_TAR_BP1_BP2_DEL","male","-0.115392462546707","0.109133713663061","-0.329294541326306","0.0985096162328922","-1.05734936229669","0.290354328131465"
"42","1q21.1_TAR_BP1_BP2_DEL","female","-0.0788848018200358","0.110704099448742","-0.29586483673957","0.138095233099498","-0.712573447711944","0.47611095926215"
"43","1q21.1_TAR_BP1_BP2_DUP","male","0.431944026762278","0.275239616064195","-0.107525620723544","0.971413674248101","1.56933813866945","0.116571840025679"
"44","1q21.1_TAR_BP1_BP2_DUP","female","0.162560821785089","0.321786678558792","-0.468141068190144","0.793262711760322","0.505181950083082","0.613431858412157"
"45","1q21.1_TAR_BP1_BP3_DUP","male","-0.077281548104251","0.0771921084250123","-0.228578080617275","0.0740149844087732","-1.00115866350931","0.31675215168395"
"46","1q21.1_TAR_BP1_BP3_DUP","female","0.252933782724756","0.094003166652815","0.0686875760852386","0.437179989364273","2.69069427904407","0.00713121408275502"
"47","1q21.1_TAR_BP2_BP3_DUP","male","0.204452793831931","0.142582578652986","-0.0750090603279222","0.483914647991783","1.43392548909866","0.15159616569259"
"48","1q21.1_TAR_BP2_BP3_DUP","female","0.172349694332415","0.16469962836813","-0.15046157726912","0.495160965933949","1.04644859275083","0.295355811723656"
"49","22q11.2_BP1_BP2_A_B_DUP","male","0.0544938334497224","0.243971393978203","-0.423690098747555","0.532677765647","0.223361569408383","0.82325449694765"
"50","22q11.2_BP1_BP2_A_B_DUP","female","0.104479690303811","0.296001923816222","-0.475684080375985","0.684643460983607","0.3529696326186","0.724111749182765"
"51","22q11.2_BP1_BP4_A_D_DUP","male","0.267424272826888","0.0891200259541765","0.0927490219567017","0.442099523697074","3.00072032030591","0.00269397843690329"
"52","22q11.2_BP1_BP4_A_D_DUP","female","0.500545603242218","0.104680369056972","0.295372079890553","0.705719126593883","4.7816568450365","1.74036266542011e-06"
"53","22q11.2_BP2_BP4_B_D_DUP","male","0.182226048229564","0.146188293984928","-0.104303007980895","0.468755104440023","1.24651600523056","0.212577480953346"
"54","22q11.2_BP2_BP4_B_D_DUP","female","0.342724553881604","0.164702253123774","0.0199081377590068","0.665540970004201","2.08087349979387","0.0374473372060586"
"55","22q11.2_BP3_BP4_C_D_DUP","male","0.24117879823664","0.102086729617394","0.041088808186547","0.441268788286733","2.36248922010277","0.0181542758265752"
"56","22q11.2_BP3_BP4_C_D_DUP","female","0.150548476709909","0.120107146150645","-0.0848615297453564","0.385958483165173","1.25345145176526","0.210043593234505"
"57","22q11.2_BP6_BP8_F_H_DUP","male","-0.0754484284868394","0.115961515752399","-0.302732999361541","0.151836142387862","-0.650633341564256","0.515284463647147"
"58","22q11.2_BP6_BP8_F_H_DUP","female","0.0661859644894839","0.107298976549007","-0.14412002954657","0.276491958525538","0.616836866652261","0.537343356203453"
"59","22q13_DEL","male","0.121846175322671","0.17569619776079","-0.222518372288477","0.466210722933818","0.693504907195341","0.487994106615703"
"60","22q13_DEL","female","-0.206037090637545","0.198199684457776","-0.594508472174785","0.182434290899695","-1.03954298010721","0.298554112281041"
"61","2q13_NPHP1_DEL","male","0.0187484586054362","0.0303278155638964","-0.0406940598998008","0.0781909771106732","0.618193505098838","0.536448978974847"
"62","2q13_NPHP1_DEL","female","0.00380760129583269","0.0323809987026454","-0.0596591561613524","0.0672743587530177","0.11758751886555","0.906394667011093"
"63","2q13_NPHP1_DUP","male","-0.0263906390144369","0.0476597105842475","-0.119803671759562","0.0670223937306881","-0.553730576432824","0.579764290999151"
"64","2q13_NPHP1_DUP","female","0.0190331722828255","0.0524683584396976","-0.0838048102589818","0.121871154824633","0.3627552461871","0.716788285111051"
